x,average,above,below,min,max,stv
0,33.6734693877551,33.6734693877551,33.6734693877551,33.6734693877551,33.6734693877551,0.0
1,35.714285714285715,35.714285714285715,35.714285714285715,35.714285714285715,35.714285714285715,0.0
2,41.83673469387755,41.83673469387755,41.83673469387755,41.83673469387755,41.83673469387755,0.0
3,41.83673469387755,41.83673469387755,41.83673469387755,41.83673469387755,41.83673469387755,0.0
4,41.83673469387755,41.83673469387755,41.83673469387755,41.83673469387755,41.83673469387755,0.0
5,41.83673469387755,41.83673469387755,41.83673469387755,41.83673469387755,41.83673469387755,0.0
6,42.34693877551021,43.23063816712698,41.46323938389344,41.83673469387755,43.87755102040816,0.8836993916167731
7,42.85714285714286,43.87755102040816,41.83673469387756,41.83673469387755,43.87755102040816,1.020408163265305
8,47.95918367346939,53.16226480978856,42.75610253715022,41.83673469387755,54.08163265306123,5.20308113631917
9,48.97959183673469,55.51339207901311,42.445791594456274,41.83673469387755,58.16326530612245,6.533800242278416
10,51.53061224489796,56.60707876074806,46.45414572904786,43.87755102040816,58.16326530612245,5.076466515850102
11,53.06122448979592,60.34839635565597,45.774052623935866,43.87755102040816,64.28571428571429,7.287171865860053
12,53.06122448979592,60.34839635565597,45.774052623935866,43.87755102040816,64.28571428571429,7.287171865860053
13,53.06122448979592,60.34839635565597,45.774052623935866,43.87755102040816,64.28571428571429,7.287171865860053
14,53.57142857142857,60.84071777998725,46.30213936286989,43.87755102040816,64.28571428571429,7.269289208558679
15,53.57142857142857,60.84071777998725,46.30213936286989,43.87755102040816,64.28571428571429,7.269289208558679
16,53.57142857142857,60.84071777998725,46.30213936286989,43.87755102040816,64.28571428571429,7.269289208558679
17,53.57142857142857,60.84071777998725,46.30213936286989,43.87755102040816,64.28571428571429,7.269289208558679
18,56.88775510204081,65.70631939665489,48.06919080742673,45.91836734693878,70.40816326530613,8.818564294614085
19,60.45918367346938,66.33761154173618,54.580755805202585,56.12244897959183,70.40816326530613,5.878427868266797
20,61.98979591836735,67.31037082005466,56.66922101668005,56.12244897959183,70.40816326530613,5.320574901687303
21,63.77551020408163,69.29421113591427,58.25680927224899,56.12244897959183,70.40816326530613,5.518700931832639
22,63.77551020408163,69.29421113591427,58.25680927224899,56.12244897959183,70.40816326530613,5.518700931832639
23,64.54081632653062,69.86139122821791,59.220241424843316,56.12244897959183,70.40816326530613,5.320574901687301
24,65.81632653061224,71.52058157525457,60.11207148596992,56.12244897959183,70.40816326530613,5.7042550446423235
25,65.81632653061224,71.52058157525457,60.11207148596992,56.12244897959183,70.40816326530613,5.7042550446423235
