x,average,above,below
0,33.6734693877551,33.6734693877551,33.6734693877551
1,35.714285714285715,35.714285714285715,35.714285714285715
2,41.83673469387755,41.83673469387755,41.83673469387755
3,41.83673469387755,41.83673469387755,41.83673469387755
4,41.83673469387755,41.83673469387755,41.83673469387755
5,41.83673469387755,41.83673469387755,41.83673469387755
6,42.34693877551021,43.23063816712698,41.46323938389344
7,42.85714285714286,43.87755102040816,41.83673469387756
8,47.95918367346939,53.16226480978856,42.75610253715022
9,48.97959183673469,55.51339207901311,42.445791594456274
10,51.53061224489796,56.60707876074806,46.45414572904786
11,53.06122448979592,60.34839635565597,45.774052623935866
12,53.06122448979592,60.34839635565597,45.774052623935866
13,53.06122448979592,60.34839635565597,45.774052623935866
14,53.57142857142857,60.84071777998725,46.30213936286989
15,53.57142857142857,60.84071777998725,46.30213936286989
16,53.57142857142857,60.84071777998725,46.30213936286989
17,53.57142857142857,60.84071777998725,46.30213936286989
18,56.88775510204081,65.70631939665489,48.06919080742673
19,60.45918367346938,66.33761154173618,54.580755805202585
20,61.98979591836735,67.31037082005466,56.66922101668005
21,63.77551020408163,69.29421113591427,58.25680927224899
22,63.77551020408163,69.29421113591427,58.25680927224899
23,64.54081632653062,69.86139122821791,59.220241424843316
24,65.81632653061224,71.52058157525457,60.11207148596992
25,65.81632653061224,71.52058157525457,60.11207148596992
